"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","category"
"GO:0010632","regulation of epithelial cell migration","18/652","250/28891",1.72841477622844e-05,0.000264513096767112,0.000178714172731948,"Map4k4/Atp2b4/Ptgs2/Bsg/Cd63/Stat5a/Plk2/Hdac7/Vegfa/Jcad/Cd40/Glipr2/Plpp3/Kdr/Ceacam1/Hmox1/Bcar1/Hyal1",18,"down_BP"
"GO:0043542","endothelial cell migration","17/652","231/28891",2.22286741132116e-05,0.000333844310594693,0.000225556732420427,"Cxcr4/Atp2b4/Ptgs2/Bsg/Stat5a/Plk2/Hdac7/Itgb2l/Vegfa/Jcad/Cd40/Rab13/Plpp3/Kdr/Ceacam1/Hmox1/Bcar1",17,"down_BP"
"GO:0090049","regulation of cell migration involved in sprouting angiogenesis","7/652","39/28891",2.36973611369911e-05,0.000353181094081791,0.000238621330379582,"Ptgs2/Plk2/Hdac7/Vegfa/Jcad/Kdr/Hmox1",7,"down_BP"
"GO:0002040","sprouting angiogenesis","12/652","131/28891",4.35124296477694e-05,0.000602940142626398,0.00040736715918165,"Ptgs2/Il12b/Jmjd6/Plk2/Hdac7/Itga5/Vegfa/Jcad/Kdr/Ceacam1/Hmox1/Pkm",12,"down_BP"
"GO:0042113","B cell activation","20/652","320/28891",4.61726447362193e-05,0.000632552152816874,0.000427374054752422,"Tnfsf4/Mif/Stat5a/Id2/Gpr183/Hdac7/Bcl6/Btla/Samsn1/Cfb/Dclre1c/Cd40/Il6/Kit/Spib/Il4i1/Cd81/Jak3/Irf8/Cxcr5",20,"down_BP"
"GO:0010594","regulation of endothelial cell migration","14/652","177/28891",5.31234142436642e-05,0.000700013164257112,0.000472953041194131,"Atp2b4/Ptgs2/Bsg/Stat5a/Plk2/Hdac7/Vegfa/Jcad/Cd40/Plpp3/Kdr/Ceacam1/Hmox1/Bcar1",14,"down_BP"
"GO:0043535","regulation of blood vessel endothelial cell migration","10/652","96/28891",6.31416785703833e-05,0.000801451857129589,0.000541488521294294,"Atp2b4/Ptgs2/Stat5a/Plk2/Hdac7/Vegfa/Jcad/Cd40/Kdr/Hmox1",10,"down_BP"
"GO:0007517","muscle organ development","22/652","382/28891",6.67049595231884e-05,0.00083571291257549,0.000564636472211554,"Gpc1/Cacna1s/Zbtb18/Myl6/Myl6b/Lif/Hsd17b1/Zbtb42/Mtss1/Hdac7/Pkp2/Rpl3l/Lox/Smad7/Eng/Skil/Fxr1/Il6/Csrp3/Bmal1/Egln1/Bcl9l",22,"down_BP"
"GO:0043534","blood vessel endothelial cell migration","11/652","124/28891",0.000119996287924626,0.00137512333744903,0.000929080762579295,"Cxcr4/Atp2b4/Ptgs2/Stat5a/Plk2/Hdac7/Vegfa/Jcad/Cd40/Kdr/Hmox1",11,"down_BP"
"GO:0002042","cell migration involved in sprouting angiogenesis","7/652","54/28891",0.000203681130213605,0.00211373808092917,0.00142811436228378,"Ptgs2/Plk2/Hdac7/Vegfa/Jcad/Kdr/Hmox1",7,"down_BP"
"GO:0045216","cell-cell junction organization","15/652","231/28891",0.000264980658896244,0.00261519687024946,0.00176691721850471,"Pkp1/F11r/Tjp3/Mtss1/Hdac7/Pkp2/Dlg1/Vegfa/Smad7/Nphp1/Cdh26/Rab13/Rhoc/Ceacam1/Wnt11",15,"down_BP"
"GO:0001570","vasculogenesis","9/652","99/28891",0.000409242843481284,0.00368547186420016,0.00249003192426914,"Ackr3/Itgb8/Hdac7/Pdgfrb/Eng/Kdr/Myo18b/Ceacam1/Adm",9,"down_BP"
"GO:0014706","striated muscle tissue development","17/652","301/28891",0.000542064800071955,0.00462332517310048,0.003123677971639,"Id2/Hdac7/Pkp2/Rpl3l/Vegfa/Trip10/Lox/Pdgfrb/Smad7/Tsc1/Eng/Myo18b/Ccnd2/Ppp1r13l/Csrp3/Egln1/Trex1",17,"down_BP"
"GO:0030183","B cell differentiation","12/652","182/28891",0.000926971470059952,0.00736588640884475,0.00497664694899092,"Stat5a/Id2/Gpr183/Hdac7/Bcl6/Dclre1c/Il6/Kit/Spib/Il4i1/Jak3/Irf8",12,"down_BP"
"GO:0034329","cell junction assembly","22/652","481/28891",0.0015332046919837,0.010952109143919,0.00739962273795754,"Map4k4/Pkp1/F11r/Nlgn2/Sipa1l1/Colq/Hdac7/Itga5/Pkp2/Dlg1/Vegfa/Smad7/Tsc1/Nphp1/Flrt3/Sdc4/Cdh26/Rab13/Rhoc/Agrn/Kdr/Wnt11",22,"down_BP"
"GO:0007043","cell-cell junction assembly","11/652","168/28891",0.00157764033450333,0.0111869041901145,0.00755825837057932,"Pkp1/F11r/Hdac7/Pkp2/Dlg1/Smad7/Nphp1/Cdh26/Rab13/Rhoc/Wnt11",11,"down_BP"
"GO:0048634","regulation of muscle organ development","4/652","29/28891",0.00389848659769572,0.0226056129334011,0.0152731318935347,"Hdac7/Rpl3l/Lox/Il6",4,"down_BP"
"GO:0071889","14-3-3 protein binding","14/644","50/28407",3.64215232701854e-12,4.80157081778611e-10,3.66771129071692e-10,"Esr1/Ddit4/Rptor/Hdac7/H2-K1/H2-D1/H2-Q1/H2-Q2/H2-Q6/H2-Q7/H2-Q10/H2-T22/H2-M2/Synpo2",14,"down_MF"
"GO:0003712","transcription coregulator activity","25/644","497/28407",0.000200541955357419,0.00352825727442696,0.00269508240803923,"Ptpn14/Ncoa7/Tle2/Zfp366/Sub1/Basp1/Med30/Hdac7/Elob/Hspa1a/Eno1b/Rcor2/Cd274/Trib3/Helz2/Prpf6/Eno1/Kdm3a/Aebp2/Med21/Mamstr/Fbxl19/Zfp653/Bcl9l/Pkm",25,"down_MF"
