"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","category"
"GO:0010594","regulation of endothelial cell migration","61/2237","177/28891",2.04476389374615e-24,2.06243897147175e-22,1.07071936273772e-22,"Ptgs2/Col18a1/Tbxa2r/Dcn/Flt4/Sparc/Serpinf1/Itgb3/Map3k3/Prkd1/Rhoj/Mef2c/Mmrn2/Bmp4/Stc1/Rgcc/Sema5a/Angpt1/Card10/Pdgfb/Hdac7/Acvrl1/Emp2/Smoc2/Ager/Tnf/Vegfa/Ptprm/Jcad/Gata3/Notch1/Abl1/Lcn2/Dab2ip/Thbs1/Dll4/Rin2/Cd40/Efna1/Tek/Zc3h12a/Epha2/Nos3/Fgfbp1/Slit2/Kdr/Cxcl13/Hspb1/Stard13/Atoh8/Gata2/Zfp580/Apoe/Nr2f2/Angpt2/Fgfr1/Adgra2/Vegfc/Bcar1/Ets1/Robo4",61,"up_BP"
"GO:0002040","sprouting angiogenesis","49/2237","131/28891",1.14762706460188e-21,8.64497298917186e-20,4.48805520933579e-20,"Il10/Ptgs2/Rspo3/Tbxa2r/Il12b/Flt4/Epn2/Ramp2/Map3k3/Clec14a/Rhoj/Esm1/Vstm4/Mmrn2/Bmp4/Sema5a/Angpt1/Card10/Hdac7/Nr4a1/Dll1/Vegfa/Jcad/Sema6a/Nrarp/Notch1/Abl1/Aplnr/Tspan18/Thbs1/Dll4/Ppp1r16b/Lef1/Reck/Tek/Epha2/Fgfbp1/Slit2/Kdr/Ephb4/Stard13/Gata2/Tjp1/Parva/Efnb2/Adgra2/Vegfc/Klf2/Cdh13",49,"up_BP"
"GO:0043534","blood vessel endothelial cell migration","47/2237","124/28891",4.01521185918887e-21,2.74649721540609e-19,1.42584958339012e-19,"Ptgs2/Col18a1/Tbxa2r/Lemd3/Map3k3/Prkd1/Clec14a/Rhoj/Mef2c/Mmrn2/Rgcc/Angpt1/Myh9/Card10/Pdgfb/Hdac7/Acvrl1/Nr4a1/Emp2/Tnf/Vegfa/Cyp1b1/Jcad/Notch1/Abl1/Thbs1/Dll4/Cd40/Efna1/Epha2/Nos3/Fgfbp1/Slit2/Kdr/Hspb1/Ephb4/Stard13/Gata2/Cxcl12/Apoe/Efnb2/Angpt2/Fgfr1/Vegfc/Cdh5/Ets1/Robo4",47,"up_BP"
"GO:0001649","osteoblast differentiation","65/2237","230/28891",1.28858639518949e-20,8.0719764608133e-19,4.1905829029154e-19,"Fhl2/Bmpr2/Igfbp5/Ihh/Ddr2/Gja1/Igfbp3/Sh3pxd2b/Col1a1/Wnt3/Axin2/Sox11/Ahr/Prkd1/Smoc1/Gli3/Bmp6/Id4/Ptch1/Mef2c/Il6st/Gdf10/Fermt2/Bmp4/Cthrc1/Ptk2/Wnt7b/Mapk11/Hdac7/Dhh/Tnf/Gabbr1/Vegfa/Crim1/Bambi/Lox/Lrp5/Notch1/Bmp2/Jag1/Bmp7/Fndc3b/Npnt/Ccn1/Id3/Epha2/Il6/Fosl2/Areg/Bmp3/Tgfbr3/Tmem119/Smo/Lrp3/Wnt11/Scube2/Ifitm1/Sfrp1/Fgfr1/Vegfc/Junb/Yap1/Smad3/Smad6/Gdpd2",65,"up_BP"
"GO:0045216","cell-cell junction organization","62/2237","231/28891",1.68863897868449e-18,7.33510260011052e-17,3.80803334801305e-17,"Fzd5/Gpbar1/Epha4/Gja1/Pmp22/Ramp2/Gjc1/Ace/Pecam1/Fbf1/Tgfb3/Bmp6/F2rl1/F2r/Vcl/Dlg5/Fermt2/Gjb6/Ctnnd2/Hdac7/Pkp2/Cldn5/Heg1/Ildr1/Cxadr/Cldn8/Cldn9/Tnf/Vegfa/Crb3/Dsg2/Lims2/Smad7/Aplnr/Il1b/Cdh4/Cgn/Gja5/Mpdz/Epha2/Cldn3/Cldn15/Fscn1/Cd177/Tjp1/Wnt11/Pkp3/Camsap3/Efnb2/Zfp703/Irx3/Cdh5/Marveld3/Cdh13/Pard3/Esam/Smad3/Cldn18/Ptpn23/Flna/Pof1b/Shroom2",62,"up_BP"
"GO:0001570","vasculogenesis","38/2237","99/28891",1.42879162603671e-17,5.41575730353151e-16,2.81160135596229e-16,"Sox17/Ackr3/Cd34/Tmem100/Ramp2/Gjc1/Zfp36l1/Ntrk2/Gata4/Angpt1/Ptk2/Wnt7b/Hdac7/Emp2/Heg1/Pdgfrb/Notch1/Egfl7/Eng/Aplnr/Rin2/Sox18/Rapgef2/Npr2/Tek/Tie1/Epha2/Kdr/Tgfbr3/Smo/Rasip1/Adm/Tbx6/Fgfr2/Fgfr1/Junb/Foxf1/Yap1",38,"up_BP"
"GO:0043535","regulation of blood vessel endothelial cell migration","36/2237","96/28891",2.42727220690798e-16,7.33233345345654e-15,3.80659573992782e-15,"Ptgs2/Col18a1/Tbxa2r/Map3k3/Prkd1/Rhoj/Mef2c/Mmrn2/Rgcc/Angpt1/Card10/Pdgfb/Hdac7/Acvrl1/Tnf/Vegfa/Jcad/Notch1/Abl1/Thbs1/Dll4/Cd40/Efna1/Epha2/Nos3/Fgfbp1/Kdr/Hspb1/Stard13/Gata2/Apoe/Angpt2/Fgfr1/Vegfc/Ets1/Robo4",36,"up_BP"
"GO:0014706","striated muscle tissue development","67/2237","301/28891",2.28282043646269e-15,6.17502928063157e-14,3.20577893828612e-14,"Fhl2/Gja1/Maml1/Myh10/Kdm6b/Tbx2/Tcap/Gjc1/Asb2/Actn2/Edn1/Mef2c/Bmp4/Myh7/Gata4/Angpt1/Mapk11/Prickle1/Hdac7/Pkp2/Tbx1/Heg1/Boc/Cxadr/Dll1/Pim1/Sik1/Vegfa/Gata6/Dsg2/Lox/Pdgfrb/Alpk2/Smad7/Ctdp1/Nebl/Notch1/Eng/Lrp2/Mybpc3/Dll4/Bmp2/Ccm2l/Eya2/Bmp7/Gata5/Gja5/S1pr1/Lef1/Arid1a/Hspg2/Sema3c/Pdgfra/Tgfbr3/Tbx3/Kcnj8/Ppp1r13l/Nox4/Fgfr2/Efnb2/Fgfr1/Ednra/Irx3/Yap1/Ncam1/Smad3/Bmp5",67,"up_BP"
"GO:0045667","regulation of osteoblast differentiation","46/2237","162/28891",4.28105327180819e-15,1.10288086668963e-13,5.72562832205835e-14,"Bmpr2/Igfbp5/Ddr2/Axin2/Sox11/Ahr/Prkd1/Smoc1/Gli3/Bmp6/Ptch1/Mef2c/Il6st/Gdf10/Fermt2/Bmp4/Cthrc1/Ptk2/Wnt7b/Hdac7/Tnf/Vegfa/Crim1/Bambi/Lrp5/Notch1/Bmp2/Jag1/Bmp7/Fndc3b/Npnt/Ccn1/Id3/Il6/Areg/Tmem119/Lrp3/Scube2/Ifitm1/Sfrp1/Fgfr1/Vegfc/Yap1/Smad3/Smad6/Gdpd2",46,"up_BP"
"GO:0007517","muscle organ development","76/2237","382/28891",1.88761754489174e-14,4.56634634538648e-13,2.37062793934842e-13,"Col3a1/Des/Gpc1/Bcl2/Btg2/Zbtb18/Atf3/Plagl1/Tcf21/Gja1/Egr2/Adarb1/Lemd3/Lif/Pmp22/Unc45b/Hlf/Tcap/Sox11/Fos/Asb2/Mef2c/Flnb/Bmp4/Myh7/Gata4/Klf5/Angpt1/Scx/Hdac7/Scn8a/Nr4a1/Pkp2/Tbx1/Heg1/Mylk/Boc/Dll1/Lemd2/Egr1/Lox/Adrb2/Smad7/Notch1/Eng/Lrp2/Mybpc3/Alx4/Dll4/Bmp2/Ccm2l/Norad/Lama5/S1pr1/Lef1/Myorg/Heyl/Id3/Il6/Tgfbr3/Fgfrl1/Eln/Foxp2/Smo/Cyp26b1/Myh14/Nr2f2/Fgfr2/Ednra/Acta1/Bcl9l/Smad3/Usp19/Eomes/Fhl1/Srpk3",76,"up_BP"
"GO:0010595","positive regulation of endothelial cell migration","36/2237","110/28891",3.33063625383803e-14,7.62331397945773e-13,3.95765886842697e-13,"Ptgs2/Col18a1/Flt4/Sparc/Itgb3/Map3k3/Prkd1/Rhoj/Bmp4/Sema5a/Angpt1/Pdgfb/Hdac7/Smoc2/Vegfa/Jcad/Gata3/Abl1/Lcn2/Thbs1/Rin2/Cd40/Tek/Zc3h12a/Nos3/Fgfbp1/Kdr/Hspb1/Atoh8/Gata2/Zfp580/Fgfr1/Adgra2/Vegfc/Bcar1/Ets1",36,"up_BP"
"GO:0001818","negative regulation of cytokine production","64/2237","314/28891",6.96476254124771e-13,1.35179084166831e-11,7.01784949065878e-12,"Il1rl1/Fn1/Inhbb/Il10/Cd34/Tnfaip3/Ifng/Il23a/Il12b/Nlrp3/Tbx21/Ccr7/Trib2/Tgfb3/F2rl1/Sftpd/Rgcc/Angpt1/Fbln1/Hdac7/Tigit/Cd96/Dll1/Pglyrp2/Ager/Tnf/Ptprs/Gata6/Rnf125/Smad7/Scgb1a1/Cd274/Il33/Gata3/Thbs1/Mapkbp1/Siglec1/Prnp/Lbp/Slc2a10/Otud7b/Lef1/Bank1/Zc3h12a/Epha2/Errfi1/Il6/Gbp4/Flt3/Gimap5/Gimap3/Il23r/Pglyrp1/Zfp36/Furin/Homer2/Lrrc32/Wnt11/Sigirr/Gas6/Ido1/Fgfr1/Klf2/Mc1r",64,"up_BP"
"GO:0007043","cell-cell junction assembly","43/2237","168/28891",1.65128960768331e-12,3.04236051248401e-11,1.57944761236777e-11,"Fzd5/Gpbar1/Gja1/Pmp22/Ramp2/Gjc1/Ace/Pecam1/Fbf1/Vcl/Dlg5/Gjb6/Ctnnd2/Hdac7/Pkp2/Cldn5/Ildr1/Cldn8/Cldn9/Tnf/Smad7/Aplnr/Il1b/Cdh4/Cgn/Gja5/Mpdz/Epha2/Cldn3/Cldn15/Fscn1/Tjp1/Wnt11/Pkp3/Zfp703/Irx3/Cdh5/Marveld3/Cdh13/Pard3/Esam/Cldn18/Pof1b",43,"up_BP"
"GO:0002042","cell migration involved in sprouting angiogenesis","22/2237","54/28891",2.23668234178969e-11,3.54946576426412e-10,1.84271232930603e-10,"Ptgs2/Tbxa2r/Map3k3/Clec14a/Rhoj/Mmrn2/Card10/Hdac7/Nr4a1/Vegfa/Jcad/Notch1/Abl1/Thbs1/Dll4/Fgfbp1/Slit2/Kdr/Ephb4/Stard13/Gata2/Efnb2",22,"up_BP"
"GO:0042113","B cell activation","59/2237","320/28891",3.67003577528377e-10,4.80008415356345e-09,2.49197339513195e-09,"Cd28/Ctla4/Bcl2/Il10/Lax1/Cr2/Tnfaip3/Pawr/Ifng/Bcl11a/Supt6/Tbx21/Ikzf3/Cd79b/Ahr/Zfp36l1/Batf/Ighd/Ighm/Mef2c/Gpr183/Il7r/Tnfrsf13c/Hdac7/Nfkbiz/Ccr6/Dll1/Cdkn1a/Mzb1/Tbc1d10c/Ms4a1/Blnk/Abl1/Dpp4/Rasgrp1/Cd40/Lef1/Bank1/Il6/Fosl2/Cd38/Kit/Lat2/Lfng/Flt3/Gimap1/Igkc/Cd27/Cd79a/Siglecg/Spib/Cd19/Irs2/Sfrp1/Adgrg3/Pou2af1/Dcaf1/Cd40lg/Itm2a",59,"up_BP"
"GO:0043536","positive regulation of blood vessel endothelial cell migration","21/2237","58/28891",8.5882480024609e-10,1.0782418536423e-08,5.5977143875689e-09,"Ptgs2/Col18a1/Map3k3/Prkd1/Rhoj/Angpt1/Pdgfb/Hdac7/Vegfa/Jcad/Abl1/Thbs1/Cd40/Nos3/Fgfbp1/Kdr/Hspb1/Gata2/Fgfr1/Vegfc/Ets1",21,"up_BP"
"GO:0090049","regulation of cell migration involved in sprouting angiogenesis","17/2237","39/28891",1.1916810383717e-09,1.46522600399793e-08,7.6067504297976e-09,"Ptgs2/Tbxa2r/Map3k3/Rhoj/Mmrn2/Card10/Hdac7/Vegfa/Jcad/Notch1/Abl1/Thbs1/Dll4/Fgfbp1/Kdr/Stard13/Gata2",17,"up_BP"
"GO:0032623","interleukin-2 production","22/2237","76/28891",3.93348843232197e-08,3.84292691731383e-07,1.99506328035378e-07,"Cd28/Cd247/Cd34/Tnfaip3/Pawr/Sptbn1/Tbx21/Sftpd/Hdac7/Runx1/Gata3/Prkcq/Abl1/Il1b/Prnp/Pde4b/Fosl2/Clec2i/Zfp36/Homer2/Carmil2/Cd3e",22,"up_BP"
"GO:0032663","regulation of interleukin-2 production","19/2237","68/28891",6.0065667211726e-07,4.70949651616577e-06,2.44494463998913e-06,"Cd28/Cd34/Tnfaip3/Sptbn1/Tbx21/Sftpd/Hdac7/Runx1/Gata3/Prkcq/Abl1/Il1b/Prnp/Pde4b/Clec2i/Zfp36/Homer2/Carmil2/Cd3e",19,"up_BP"
"GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","10/2237","21/28891",1.20864527855212e-06,8.7929682795399e-06,4.56488726360888e-06,"Ptgs2/Map3k3/Rhoj/Hdac7/Vegfa/Jcad/Abl1/Fgfbp1/Kdr/Gata2",10,"up_BP"
"GO:0030183","B cell differentiation","34/2237","182/28891",1.35104959804254e-06,9.75739824994069e-06,5.06557303302867e-06,"Bcl2/Il10/Cr2/Tnfaip3/Bcl11a/Ikzf3/Cd79b/Ahr/Zfp36l1/Ighm/Gpr183/Hdac7/Nfkbiz/Dll1/Ms4a1/Abl1/Dpp4/Il6/Fosl2/Kit/Lfng/Flt3/Gimap1/Igkc/Cd27/Cd79a/Spib/Cd19/Sfrp1/Adgrg3/Pou2af1/Dcaf1/Cd40lg/Itm2a",34,"up_BP"
