Node	ModuleColor	GeneSymbol	GeneName
26554	yellow	Cul3	cullin 3
210293	blue	Dock10	dedicator of cytokinesis 10
16367	turquoise	Irs1	insulin receptor substrate 1
76867	turquoise	Rhbdd1	rhomboid domain containing 1
75734	turquoise	Mff	mitochondrial fission factor
15463	blue	Agfg1	ArfGAP with FG repeats 1
98496	turquoise	Pid1	phosphotyrosine interaction domain containing 1
14897	turquoise	Trip12	thyroid hormone receptor interactor 12
66153	turquoise	Fbxo36	F-box protein 36
381287	green	Sp140l1	Sp140 nuclear body protein like 1
621875	blue	A530040E14Rik	RIKEN cDNA A530040E14 gene
665378	yellow	Gm7609	predicted pseudogene 7609
100039794	brown	Gm2427	predicted gene 2427
109032	blue	Sp110	Sp110 nuclear body protein
434484	blue	Sp140	Sp140 nuclear body protein
20684	blue	Sp100	nuclear antigen Sp100
319997	blue	A630001G21Rik	RIKEN cDNA A630001G21 gene
12283	blue	Cab39	calcium binding protein 39
64294	yellow	Itm2c	integral membrane protein 2C
70247	turquoise	Psmd1	proteasome (prosome, macropain) 26S subunit, non-ATPase, 1
78795	blue	Armc9	armadillo repeat containing 9
17975	turquoise	Ncl	nucleolin
19231	turquoise	Ptma	prothymosin alpha
18582	turquoise	Pde6d	phosphodiesterase 6D, cGMP-specific, rod, delta
26895	brown	Cops7b	COP9 signalosome subunit 7B
208718	turquoise	Dis3l2	DIS3 like 3'-5' exoribonuclease 2
26987	turquoise	Eif4e2	eukaryotic translation initiation factor 4E member 2
227331	green	Gigyf2	GRB10 interacting GYF protein 2
16331	blue	Inpp5d	inositol polyphosphate-5-phosphatase D
77040	blue	Atg16l1	autophagy related 16 like 1
227333	blue	Dgkd	diacylglycerol kinase, delta
227334	turquoise	Usp40	ubiquitin specific peptidase 40
381280	brown	Hjurp	Holliday junction recognition protein
320982	blue	Arl4c	ADP-ribosylation factor-like 4C
98402	green	Sh3bp4	SH3-domain binding protein 4
347722	blue	Agap1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1
12778	blue	Ackr3	atypical chemokine receptor 3
108679	brown	Cops8	COP9 signalosome subunit 8
12835	red	Col6a3	collagen, type VI, alpha 3
16978	turquoise	Lrrfip1	leucine rich repeat (in FLII) interacting protein 1
51801	blue	Ramp1	receptor (calcitonin) activity modifying protein 1
67921	brown	Ube2f	ubiquitin-conjugating enzyme E2F (putative)
50880	red	Scly	selenocysteine lyase
67444	brown	Ilkap	integrin-linked kinase-associated serine/threonine phosphatase 2C
55927	turquoise	Hes6	hairy and enhancer of split 6
18627	blue	Per2	period circadian clock 2
74019	turquoise	Traf3ip1	TRAF3 interacting protein 1
65247	turquoise	Asb1	ankyrin repeat and SOCS box-containing 1
208727	brown	Hdac4	histone deacetylase 4
67273	turquoise	Ndufa10	NADH:ubiquinone oxidoreductase subunit A10
66915	turquoise	Cops9	COP9 signalosome subunit 9
14733	turquoise	Gpc1	glypican 1
67446	turquoise	Dusp28	dual specificity phosphatase 28
108657	turquoise	Rnpepl1	arginyl aminopeptidase (aminopeptidase B)-like 1
23830	brown	Capn10	calpain 10
64095	yellow	Gpr35	G protein-coupled receptor 35
11611	turquoise	Agxt	alanine-glyoxylate aminotransferase
208777	brown	Sned1	sushi, nidogen and EGF-like domains 1
69821	yellow	Mterf4	mitochondrial transcription termination factor 4
269224	turquoise	Pask	PAS domain containing serine/threonine kinase
66385	blue	Ppp1r7	protein phosphatase 1, regulatory subunit 7
110611	turquoise	Hdlbp	high density lipoprotein (HDL) binding protein
18000	red	Septin2	septin 2
227377	turquoise	Farp2	FERM, RhoGEF and pleckstrin domain protein 2
59041	pink	Stk25	serine/threonine kinase 25 (yeast)
51800	turquoise	Bok	BCL2-related ovarian killer
67026	brown	Thap4	THAP domain containing 4
66615	green	Atg4b	autophagy related 4B, cysteine peptidase
21915	turquoise	Dtymk	deoxythymidylate kinase
66262	blue	Ing5	inhibitor of growth family, member 5
98314	turquoise	D2hgdh	D-2-hydroxyglutarate dehydrogenase
666009	turquoise	Gm7889	D-2-hydroxyglutarate dehydrogenase pseudogene
67698	blue	Fam174a	family with sequence similarity 174, member A
20452	blue	St8sia4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4
52392	turquoise	Macir	macrophage immunometabolism regulator
227399	turquoise	Ppip5k2	diphosphoinositol pentakisphosphate kinase 2
252876	brown	Gin1	gypsy retrotransposon integrase 1
18484	turquoise	Pam	peptidylglycine alpha-amidating monooxygenase
320311	blue	Rnf152	ring finger protein 152
27392	blue	Pign	phosphatidylinositol glycan anchor biosynthesis, class N
227446	yellow	Relch	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing
21934	blue	Tnfrsf11a	tumor necrosis factor receptor superfamily, member 11a, NFKB activator
227449	turquoise	Zcchc2	zinc finger, CCHC domain containing 2
98432	turquoise	Phlpp1	PH domain and leucine rich repeat protein phosphatase 1
12043	blue	Bcl2	B cell leukemia/lymphoma 2
70750	turquoise	Kdsr	3-ketodihydrosphingosine reductase
20479	blue	Vps4b	vacuolar protein sorting 4B
20725	turquoise	Serpinb8	serine (or cysteine) peptidase inhibitor, clade B, member 8
319901	brown	Dsel	dermatan sulfate epimerase-like
22099	turquoise	Tsn	translin
67949	green	Nifk	nucleolar protein interacting with the FHA domain of MKI67
76707	turquoise	Clasp1	CLIP associating protein 1
16324	green	Inhbb	inhibin beta-B
64143	yellow	Ralb	v-ral simian leukemia viral oncogene B
226351	brown	Tmem185b	transmembrane protein 185B
226352	blue	Epb41l5	erythrocyte membrane protein band 4.1 like 5
19258	brown	Ptpn4	protein tyrosine phosphatase, non-receptor type 4
66343	blue	Tmem177	transmembrane protein 177
170706	turquoise	Tmem37	transmembrane protein 37
13167	turquoise	Dbi	diazepam binding inhibitor
68428	green	Steap3	STEAP family member 3
17167	yellow	Marco	macrophage receptor with collagenous structure
72999	turquoise	Insig2	insulin induced gene 2
70829	grey	Ccdc93	coiled-coil domain containing 93
66942	green	Ddx18	DEAD box helicase 18
74117	blue	Actr3	ARP3 actin-related protein 3
74150	blue	Slc35f5	solute carrier family 35, member F5
107895	yellow	Mgat5	mannoside acetylglucosaminyltransferase 5
667090	turquoise	Gm8451	predicted gene 8451
266645	blue	Acmsd	amino carboxymuconate semialdehyde decarboxylase
72949	turquoise	Ccnt2	cyclin T2
226407	turquoise	Rab3gap1	RAB3 GTPase activating protein subunit 1
226409	brown	Zranb3	zinc finger, RAN-binding domain containing 3
226412	turquoise	R3hdm1	R3H domain containing 1
67812	turquoise	Ubxn4	UBX domain protein 4
17219	turquoise	Mcm6	minichromosome maintenance complex component 6
226414	blue	Dars1	aspartyl-tRNA synthetase 1
12767	turquoise	Cxcr4	C-X-C motif chemokine receptor 4
13136	turquoise	Cd55	CD55 molecule, decay accelerating factor for complement
18640	turquoise	Pfkfb2	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2
226418	turquoise	Yod1	YOD1 deubiquitinase
212439	black	AA986860	expressed sequence AA986860
18703	turquoise	Pigr	polymeric immunoglobulin receptor
69169	blue	Fcmr	Fc fragment of IgM receptor
17164	yellow	Mapkapk2	MAP kinase-activated protein kinase 2
226419	turquoise	Dyrk3	dual-specificity tyrosine phosphorylation regulated kinase 3
16865	turquoise	Eif2d	eukaryotic translation initiation factor 2D
54354	turquoise	Rassf5	Ras association (RalGDS/AF-6) domain family member 5
56489	yellow	Ikbke	inhibitor of kappaB kinase epsilon
14270	red	Srgap2	SLIT-ROBO Rho GTPase activating protein 2
108900	yellow	Fam72a	family with sequence similarity 72, member A
13034	turquoise	Ctse	cathepsin E
226421	pink	Rab7b	RAB7B, member RAS oncogene family
212933	turquoise	Pm20d1	peptidase M20 domain containing 1
98396	blue	Slc41a1	solute carrier family 41, member 1
226422	brown	Rab29	RAB29, member RAS oncogene family
98415	blue	Nucks1	nuclear casein kinase and cyclin-dependent kinase substrate 1
212980	turquoise	Slc45a3	solute carrier family 45, member 3
13714	brown	Elk4	ELK4, member of ETS oncogene family
213006	blue	Mfsd4a	major facilitator superfamily domain containing 4A
18557	turquoise	Cdk18	cyclin dependent kinase 18
213417	turquoise	Klhdc8a	kelch domain containing 8A
74137	blue	Nuak2	NUAK family, SNF1-like kinase, 2
68875	turquoise	Tmcc2	transmembrane and coiled-coil domains 2
213452	turquoise	Dstyk	dual serine/threonine and tyrosine protein kinase
213464	brown	Rbbp5	retinoblastoma binding protein 5, histone lysine methyltransferase complex subunit
74626	brown	Tmem81	transmembrane protein 81
269116	blue	Nfasc	neurofascin
17248	blue	Mdm4	transformed mouse 3T3 cell double minute 4
240752	blue	Pik3c2b	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta
108954	yellow	Ppp1r15b	protein phosphatase 1, regulatory subunit 15B
240753	turquoise	Plekha6	pleckstrin homology domain containing, family A member 6
20668	brown	Sox13	SRY (sex determining region Y)-box 13
20643	turquoise	Snrpe	small nuclear ribonucleoprotein E
70579	yellow	Zc3h11a	zinc finger CCCH type containing 11A
667118	turquoise	Zbed6	zinc finger, BED type containing 6
240754	blue	Lax1	lymphocyte transmembrane adaptor 1
381290	turquoise	Atp2b4	ATPase, Ca++ transporting, plasma membrane 4
116847	turquoise	Prelp	proline arginine-rich end leucine-rich repeat
14264	brown	Fmod	fibromodulin
12227	blue	Btg2	BTG anti-proliferation factor 2
68507	blue	Ppfia4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 4
57439	turquoise	Tmem183a	transmembrane protein 183A
72017	green	Cyb5r1	cytochrome b5 reductase 1
72674	blue	Adipor1	adiponectin receptor 1
240756	blue	Klhl12	kelch-like 12
98710	black	Rabif	RAB interacting factor
75605	turquoise	Kdm5b	lysine demethylase 5B
329251	brown	Ppp1r12b	protein phosphatase 1, regulatory subunit 12B
67196	turquoise	Ube2t	ubiquitin-conjugating enzyme E2T
320139	blue	Ptpn7	protein tyrosine phosphatase, non-receptor type 7
68724	yellow	Arl8a	ADP-ribosylation factor-like 8A
215615	red	Rnpep	arginyl aminopeptidase (aminopeptidase B)
21854	blue	Timm17a	translocase of inner mitochondrial membrane 17a
226432	blue	Ipo9	importin 9
215690	turquoise	Nav1	neuron navigator 1
13007	blue	Csrp1	cysteine and glycine-rich protein 1
27280	blue	Phlda3	pleckstrin homology like domain, family A, member 3
66241	yellow	Tmem9	transmembrane protein 9
16565	blue	Kif21b	kinesin family member 21B
67886	turquoise	Camsap2	calmodulin regulated spectrin-associated protein family, member 2
67997	blue	Ddx59	DEAD box helicase 59
226442	brown	Zfp281	zinc finger protein 281
100503460	brown	Gm19705	predicted gene, 19705
19264	blue	Ptprc	protein tyrosine phosphatase receptor type C
59125	green	Nek7	NIMA (never in mitosis gene a)-related expressed kinase 7
69549	turquoise	2310009B15Rik	RIKEN cDNA 2310009B15 gene
329260	yellow	Dennd1b	DENN domain containing 1B
226470	blue	Zbtb41	zinc finger and BTB domain containing 41
12316	turquoise	Aspm	abnormal spindle microtubule assembly
12628	turquoise	Cfh	complement component factor h
214498	green	Cdc73	cell division cycle 73, Paf1/RNA polymerase II complex component
69367	blue	Glrx2	glutaredoxin 2
20822	green	Ro60	Ro60, Y RNA binding protein
56207	turquoise	Uchl5	ubiquitin carboxyl-terminal esterase L5
19735	blue	Rgs2	regulator of G-protein signaling 2
50778	blue	Rgs1	regulator of G-protein signaling 1
18783	yellow	Pla2g4a	phospholipase A2, group IVA (cytosolic, calcium-dependent)
226499	brown	Odr4	odr4 GPCR localization factor homolog
108989	blue	Tpr	translocated promoter region, nuclear basket protein
96875	blue	Prg4	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)
545370	blue	Hmcn1	hemicentin 1
402734	blue	C730036E19Rik	RIKEN cDNA C730036E19 gene
117198	red	Ivns1abp	influenza virus NS1A binding protein
66875	grey	Swt1	SWT1 RNA endoribonuclease homolog (S. cerevisiae)
98685	blue	Trmt1l	tRNA methyltransferase 1 like
19821	turquoise	Rnf2	ring finger protein 2
63913	blue	Niban1	niban apoptosis regulator 1
66967	turquoise	Edem3	ER degradation enhancer, mannosidase alpha-like 3
69399	turquoise	1700025G04Rik	RIKEN cDNA 1700025G04 gene
66637	green	Tsen15	tRNA splicing endonuclease subunit 15
19731	blue	Rgl1	ral guanine nucleotide dissociation stimulator,-like 1
67771	blue	Arpc5	actin related protein 2/3 complex, subunit 5
17970	blue	Ncf2	neutrophil cytosolic factor 2
226517	turquoise	Smg7	SMG7 nonsense mediated mRNA decay factor
16782	green	Lamc2	laminin, gamma 2
226519	blue	Lamc1	laminin, gamma 1
13211	blue	Dhx9	DExH-box helicase 9
74091	brown	Npl	N-acetylneuraminate pyruvate lyase
19734	turquoise	Rgs16	regulator of G-protein signaling 16
24014	blue	Rnasel	ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)
14645	turquoise	Glul	glutamate-ammonia ligase
15939	blue	Ier5	immediate early response 5
15064	turquoise	Mr1	major histocompatibility complex, class I-related
58244	turquoise	Stx6	syntaxin 6
19775	brown	Xpr1	xenotropic and polytropic retrovirus receptor 1
72482	turquoise	Acbd6	acyl-Coenzyme A binding domain containing 6
104009	turquoise	Qsox1	quiescin Q6 sulfhydryl oxidase 1
74081	brown	Cep350	centrosomal protein 350
208263	brown	Tor1aip1	torsin A interacting protein 1
240832	turquoise	Tor1aip2	torsin A interacting protein 2
20652	yellow	Soat1	sterol O-acyltransferase 1
11352	turquoise	Abl2	ABL proto-oncogene 2, non-receptor tyrosine kinase
30935	yellow	Tor3a	torsin family 3, member A
215015	grey	Fam20b	FAM20B, glycosaminoglycan xylosylkinase
78255	red	Ralgps2	Ral GEF with PH domain and SH3 binding motif 2
226525	turquoise	Rasal2	RAS protein activator like 2
69953	brown	2810025M15Rik	RIKEN cDNA 2810025M15 gene
