fromNode	toNode	weight	direction	fromAltName	toAltName
103161	171284	0.583098046489001	undirected	Apof	Timd2
14859	11671	0.585238483350329	undirected	Gsta3	Aldh3a2
17912	11671	0.582565029893389	undirected	Myo1b	Aldh3a2
14268	11671	0.584240182489198	undirected	Fn1	Aldh3a2
16008	11671	0.583605236025807	undirected	Igfbp2	Aldh3a2
104086	11671	0.582074469328792	undirected	Cyp27a1	Aldh3a2
19231	11671	0.580847696445709	undirected	Ptma	Aldh3a2
11611	11671	0.584759302427418	undirected	Agxt	Aldh3a2
170706	11671	0.581726798111125	undirected	Tmem37	Aldh3a2
72999	11671	0.582291229633321	undirected	Insig2	Aldh3a2
18703	11671	0.58602453781077	undirected	Pigr	Aldh3a2
212933	11671	0.583194340956273	undirected	Pm20d1	Aldh3a2
12628	11671	0.583457850358547	undirected	Cfh	Aldh3a2
89867	11671	0.580021395366263	undirected	Sec16b	Aldh3a2
11905	11671	0.580751400822322	undirected	Serpinc1	Aldh3a2
14261	11671	0.584963358915291	undirected	Fmo1	Aldh3a2
20219	11671	0.585108178270758	undirected	Apcs	Aldh3a2
67426	11671	0.583381060104533	undirected	Coq8a	Aldh3a2
13849	11671	0.581202488147459	undirected	Ephx1	Aldh3a2
226777	11671	0.584744015594226	undirected	C130074G19Rik	Aldh3a2
226856	11671	0.584327497645071	undirected	Lpgat1	Aldh3a2
18302	11671	0.584402198378753	undirected	Oit3	Aldh3a2
13180	11671	0.583444412948175	undirected	Pcbd1	Aldh3a2
67307	11671	0.580868903547818	undirected	Pbld2	Aldh3a2
68371	11671	0.583148114517401	undirected	Pbld1	Aldh3a2
103149	11671	0.58337802005153	undirected	Upb1	Aldh3a2
14871	11671	0.582688681458863	undirected	Gstt1	Aldh3a2
14431	11671	0.581949291927983	undirected	Gamt	Aldh3a2
208677	11671	0.581727028208518	undirected	Creb3l3	Aldh3a2
18478	11671	0.583218040235519	undirected	Pah	Aldh3a2
71761	11671	0.583649594259387	undirected	Amdhd1	Aldh3a2
216350	11671	0.580795686755034	undirected	Tspan8	Aldh3a2
103142	11671	0.581219399187142	undirected	Rdh9	Aldh3a2
216456	11671	0.584246039286906	undirected	Gls2	Aldh3a2
28194	11671	0.583782601916698	undirected	Apon	Aldh3a2
103161	11671	0.582421970673493	undirected	Apof	Aldh3a2
18082	11671	0.584856097389841	undirected	Nipsnap1	Aldh3a2
13649	11671	0.581646332920729	undirected	Egfr	Aldh3a2
11548	11671	0.58085110346002	undirected	Adra1b	Aldh3a2
18618	11671	0.583430477950659	undirected	Pemt	Aldh3a2
56442	54710	0.58123277290891	undirected	Serinc1	Hs3st3b1
11671	54710	0.581839251779807	undirected	Aldh3a2	Hs3st3b1
14859	16562	0.585573866524899	undirected	Gsta3	Kif1c
17912	16562	0.585696727430479	undirected	Myo1b	Kif1c
55949	16562	0.58232648741359	undirected	Eef1b2	Kif1c
15926	16562	0.582194752614387	undirected	Idh1	Kif1c
14268	16562	0.587482463686069	undirected	Fn1	Kif1c
16008	16562	0.586368455947281	undirected	Igfbp2	Kif1c
104086	16562	0.584905429254526	undirected	Cyp27a1	Kif1c
98496	16562	0.58357777590889	undirected	Pid1	Kif1c
19231	16562	0.585371787293464	undirected	Ptma	Kif1c
11611	16562	0.585155689011064	undirected	Agxt	Kif1c
170706	16562	0.582863238993364	undirected	Tmem37	Kif1c
13167	16562	0.582543886389648	undirected	Dbi	Kif1c
72999	16562	0.586176746919199	undirected	Insig2	Kif1c
18703	16562	0.587179583130828	undirected	Pigr	Kif1c
226419	16562	0.581735975600462	undirected	Dyrk3	Kif1c
212933	16562	0.585346702609341	undirected	Pm20d1	Kif1c
381290	16562	0.582193767367602	undirected	Atp2b4	Kif1c
12628	16562	0.583883323504238	undirected	Cfh	Kif1c
14261	16562	0.587810028517417	undirected	Fmo1	Kif1c
15490	16562	0.581863127642579	undirected	Hsd17b7	Kif1c
20219	16562	0.587817060754845	undirected	Apcs	Kif1c
67426	16562	0.583337696682542	undirected	Coq8a	Kif1c
69051	16562	0.581731003140747	undirected	Pycr2	Kif1c
338366	16562	0.582001991336774	undirected	Mia3	Kif1c
226777	16562	0.584717068578636	undirected	C130074G19Rik	Kif1c
19130	16562	0.582393651789184	undirected	Prox1	Kif1c
226856	16562	0.584871031797754	undirected	Lpgat1	Kif1c
270685	16562	0.581860322239917	undirected	Mthfd1l	Kif1c
20042	16562	0.581162378373807	undirected	Rps12	Kif1c
11846	16562	0.580474002937346	undirected	Arg1	Kif1c
19272	16562	0.580398732299339	undirected	Ptprk	Kif1c
140740	16562	0.58244093410537	undirected	Sec63	Kif1c
56442	16562	0.583652434160618	undirected	Serinc1	Kif1c
110829	16562	0.585330435446673	undirected	Lims1	Kif1c
18302	16562	0.584052609887314	undirected	Oit3	Kif1c
13180	16562	0.587530918904467	undirected	Pcbd1	Kif1c
432466	16562	0.581790261733313	undirected	Gm5424	Kif1c
67307	16562	0.582250092637221	undirected	Pbld2	Kif1c
68371	16562	0.587737309340945	undirected	Pbld1	Kif1c
103149	16562	0.587613265641827	undirected	Upb1	Kif1c
13202	16562	0.581555280986116	undirected	Ddt	Kif1c
14871	16562	0.584915213948859	undirected	Gstt1	Kif1c
12822	16562	0.585087915707805	undirected	Col18a1	Kif1c
237387	16562	0.584219872085968	undirected	Lrrc3	Kif1c
14431	16562	0.58678395368802	undirected	Gamt	Kif1c
208677	16562	0.584734518237334	undirected	Creb3l3	Kif1c
56371	16562	0.582206720078941	undirected	Fzr1	Kif1c
18478	16562	0.581773302407142	undirected	Pah	Kif1c
15109	16562	0.585769903455	undirected	Hal	Kif1c
71761	16562	0.584035629858598	undirected	Amdhd1	Kif1c
56307	16562	0.581899909399382	undirected	Metap2	Kif1c
53605	16562	0.585282228685938	undirected	Nap1l1	Kif1c
216350	16562	0.584291881288805	undirected	Tspan8	Kif1c
16971	16562	0.58174927131602	undirected	Lrp1	Kif1c
103142	16562	0.585224427067705	undirected	Rdh9	Kif1c
216456	16562	0.587542674898734	undirected	Gls2	Kif1c
28194	16562	0.585109945404261	undirected	Apon	Kif1c
103161	16562	0.581800002544146	undirected	Apof	Kif1c
12566	16562	0.582249546956062	undirected	Cdk2	Kif1c
67815	16562	0.582563229188488	undirected	Sec14l2	Kif1c
18082	16562	0.585877971242828	undirected	Nipsnap1	Kif1c
13649	16562	0.582929191452562	undirected	Egfr	Kif1c
18148	16562	0.580156868420452	undirected	Npm1	Kif1c
11548	16562	0.580058953006755	undirected	Adra1b	Kif1c
171284	16562	0.585094003758286	undirected	Timd2	Kif1c
18618	16562	0.586977602683651	undirected	Pemt	Kif1c
20425	16562	0.580905381868087	undirected	Shmt1	Kif1c
11671	16562	0.580546616425447	undirected	Aldh3a2	Kif1c
11890	16562	0.585876896772678	undirected	Asgr2	Kif1c
11671	18432	0.581531097033399	undirected	Aldh3a2	Mybbp1a
16562	18432	0.58355114836622	undirected	Kif1c	Mybbp1a
11671	20317	0.582050432862689	undirected	Aldh3a2	Serpinf1
16562	20317	0.587262538959322	undirected	Kif1c	Serpinf1
98496	18816	0.581218133548225	undirected	Pid1	Serpinf2
13167	18816	0.582733826542406	undirected	Dbi	Serpinf2
56442	18816	0.584638497087939	undirected	Serinc1	Serpinf2
14431	18816	0.580984421621317	undirected	Gamt	Serpinf2
171284	18816	0.583072157296487	undirected	Timd2	Serpinf2
11671	18816	0.585545889570497	undirected	Aldh3a2	Serpinf2
16562	18816	0.585484505941037	undirected	Kif1c	Serpinf2
56442	19193	0.580423491947559	undirected	Serinc1	Pipox
11671	19193	0.580765696750993	undirected	Aldh3a2	Pipox
16562	19193	0.580427560450482	undirected	Kif1c	Pipox
16562	52466	0.580338165732852	undirected	Kif1c	Slc46a1
56442	22370	0.5817027624789	undirected	Serinc1	Vtn
14431	22370	0.582925737254641	undirected	Gamt	Vtn
16562	237877	0.581461599542748	undirected	Kif1c	Atad5
16562	11640	0.580029864919241	undirected	Kif1c	Akap1
16562	264895	0.585487267814771	undirected	Kif1c	Acsf2
16562	217125	0.582077325675444	undirected	Kif1c	Samd14
14859	18604	0.581202005681495	undirected	Gsta3	Pdk2
11611	18604	0.580651374177673	undirected	Agxt	Pdk2
18703	18604	0.58300364118898	undirected	Pigr	Pdk2
11905	18604	0.581733940284336	undirected	Serpinc1	Pdk2
20219	18604	0.58139533297634	undirected	Apcs	Pdk2
18478	18604	0.581733772617936	undirected	Pah	Pdk2
28194	18604	0.580080229082245	undirected	Apon	Pdk2
103161	18604	0.580526422174327	undirected	Apof	Pdk2
16562	18604	0.584701204787069	undirected	Kif1c	Pdk2
18816	18604	0.583338423963293	undirected	Serpinf2	Pdk2
22370	18604	0.580101602863802	undirected	Vtn	Pdk2
16562	215512	0.583561284489436	undirected	Kif1c	Fam117a
11671	14786	0.582682170809111	undirected	Aldh3a2	Grb7
16562	14786	0.586264909413685	undirected	Kif1c	Grb7
11671	16010	0.582692008450501	undirected	Aldh3a2	Igfbp4
16562	16010	0.581531945041452	undirected	Kif1c	Igfbp4
14859	17966	0.587945126824136	undirected	Gsta3	Nbr1
213539	17966	0.583951970267052	undirected	Bag2	Nbr1
227231	17966	0.588901883233995	undirected	Cps1	Nbr1
16008	17966	0.58156755274362	undirected	Igfbp2	Nbr1
17975	17966	0.58659980310029	undirected	Ncl	Nbr1
11611	17966	0.585101828501837	undirected	Agxt	Nbr1
227449	17966	0.588105401785613	undirected	Zcchc2	Nbr1
170706	17966	0.580229455073685	undirected	Tmem37	Nbr1
18703	17966	0.587733960100649	undirected	Pigr	Nbr1
212933	17966	0.582338455920043	undirected	Pm20d1	Nbr1
12628	17966	0.586872439347658	undirected	Cfh	Nbr1
89867	17966	0.586067070285776	undirected	Sec16b	Nbr1
11905	17966	0.591738180307644	undirected	Serpinc1	Nbr1
80914	17966	0.584129604572971	undirected	Uck2	Nbr1
11807	17966	0.581641550168293	undirected	Apoa2	Nbr1
20219	17966	0.582568183404075	undirected	Apcs	Nbr1
226777	17966	0.585140374956091	undirected	C130074G19Rik	Nbr1
18302	17966	0.580001501618437	undirected	Oit3	Nbr1
67307	17966	0.582824802277488	undirected	Pbld2	Nbr1
208677	17966	0.583828074809156	undirected	Creb3l3	Nbr1
18478	17966	0.590368889790789	undirected	Pah	Nbr1
71761	17966	0.584171487895448	undirected	Amdhd1	Nbr1
17022	17966	0.588852800922674	undirected	Lum	Nbr1
278279	17966	0.582614349246808	undirected	Tmtc2	Nbr1
54150	17966	0.589912555999725	undirected	Rdh7	Nbr1
216456	17966	0.580185712758391	undirected	Gls2	Nbr1
28194	17966	0.587657020221455	undirected	Apon	Nbr1
103161	17966	0.590720747991317	undirected	Apof	Nbr1
18082	17966	0.581118074125013	undirected	Nipsnap1	Nbr1
13649	17966	0.584593036450936	undirected	Egfr	Nbr1
11548	17966	0.581102012182696	undirected	Adra1b	Nbr1
18618	17966	0.580459330743827	undirected	Pemt	Nbr1
11671	17966	0.581420701096307	undirected	Aldh3a2	Nbr1
54710	17966	0.584926459471284	undirected	Hs3st3b1	Nbr1
16562	17966	0.585174532813395	undirected	Kif1c	Nbr1
18816	17966	0.589321452822815	undirected	Serpinf2	Nbr1
19193	17966	0.586929084575034	undirected	Pipox	Nbr1
22370	17966	0.591931019474253	undirected	Vtn	Nbr1
52615	17966	0.58026309479348	undirected	Suz12	Nbr1
192970	17966	0.581782667646806	undirected	Dhrs11	Nbr1
16562	21763	0.583520258875098	undirected	Kif1c	Tex2
56442	11818	0.582935683590908	undirected	Serinc1	Apoh
14431	11818	0.582730209487403	undirected	Gamt	Apoh
11671	11818	0.580923383484491	undirected	Aldh3a2	Apoh
18604	11818	0.581967552495534	undirected	Pdk2	Apoh
17966	11818	0.59101175308339	undirected	Nbr1	Apoh
56442	27404	0.580833849616491	undirected	Serinc1	Abca8b
171284	27404	0.580187075991525	undirected	Timd2	Abca8b
11671	27404	0.582508085317611	undirected	Aldh3a2	Abca8b
16562	27404	0.584258818957714	undirected	Kif1c	Abca8b
17966	27404	0.58513970936745	undirected	Nbr1	Abca8b
11671	217258	0.580765930944128	undirected	Aldh3a2	Abca8a
16562	217258	0.582865906678517	undirected	Kif1c	Abca8a
16562	70355	0.580151075315804	undirected	Kif1c	Gprc5c
16562	11430	0.582981595170573	undirected	Kif1c	Acox1
14859	68671	0.588907753627507	undirected	Gsta3	Pcyt2
213539	68671	0.582257247636529	undirected	Bag2	Pcyt2
227231	68671	0.591184698381403	undirected	Cps1	Pcyt2
16008	68671	0.582004474792365	undirected	Igfbp2	Pcyt2
17975	68671	0.585641535000927	undirected	Ncl	Pcyt2
11611	68671	0.586635313985569	undirected	Agxt	Pcyt2
227449	68671	0.586528512462727	undirected	Zcchc2	Pcyt2
18703	68671	0.589737484714539	undirected	Pigr	Pcyt2
212933	68671	0.582289540427827	undirected	Pm20d1	Pcyt2
12628	68671	0.586725640828228	undirected	Cfh	Pcyt2
89867	68671	0.585148928044084	undirected	Sec16b	Pcyt2
11905	68671	0.594027325558523	undirected	Serpinc1	Pcyt2
80914	68671	0.58097522996957	undirected	Uck2	Pcyt2
11807	68671	0.585743075354284	undirected	Apoa2	Pcyt2
20219	68671	0.584677166056429	undirected	Apcs	Pcyt2
226777	68671	0.585558830243883	undirected	C130074G19Rik	Pcyt2
18302	68671	0.580838146993988	undirected	Oit3	Pcyt2
67307	68671	0.582211666643879	undirected	Pbld2	Pcyt2
208677	68671	0.583482485188278	undirected	Creb3l3	Pcyt2
18478	68671	0.592082147646204	undirected	Pah	Pcyt2
71761	68671	0.584217842456864	undirected	Amdhd1	Pcyt2
17022	68671	0.588865711943864	undirected	Lum	Pcyt2
278279	68671	0.581276346345436	undirected	Tmtc2	Pcyt2
54150	68671	0.591541158611427	undirected	Rdh7	Pcyt2
216456	68671	0.580680810783604	undirected	Gls2	Pcyt2
28194	68671	0.5885851447514	undirected	Apon	Pcyt2
103161	68671	0.591794843385897	undirected	Apof	Pcyt2
18082	68671	0.581149877384865	undirected	Nipsnap1	Pcyt2
13649	68671	0.583346018738671	undirected	Egfr	Pcyt2
11548	68671	0.580561278427905	undirected	Adra1b	Pcyt2
18618	68671	0.5806337999902	undirected	Pemt	Pcyt2
11671	68671	0.582260781079485	undirected	Aldh3a2	Pcyt2
54710	68671	0.584570433906989	undirected	Hs3st3b1	Pcyt2
16562	68671	0.58657071762312	undirected	Kif1c	Pcyt2
18816	68671	0.591231050925279	undirected	Serpinf2	Pcyt2
19193	68671	0.585851546822116	undirected	Pipox	Pcyt2
22370	68671	0.594185444055882	undirected	Vtn	Pcyt2
11818	68671	0.593551795142297	undirected	Apoh	Pcyt2
27404	68671	0.584586413941901	undirected	Abca8b	Pcyt2
16562	68938	0.580889806917065	undirected	Kif1c	Aspscr1
17966	238055	0.585360273161325	undirected	Nbr1	Apob
68671	238055	0.588932544973767	undirected	Pcyt2	Apob
17966	11622	0.580928855857368	undirected	Nbr1	Ahr
16562	66912	0.582458112585716	undirected	Kif1c	Bzw2
17966	319660	0.581154693544283	undirected	Nbr1	Agmo
11671	93757	0.581618331630074	undirected	Aldh3a2	Immp2l
17966	93757	0.580689736746975	undirected	Nbr1	Immp2l
16562	11855	0.581533796347184	undirected	Kif1c	Arhgap5
12822	20334	0.5801225790066	undirected	Col18a1	Sec23a
16971	20334	0.58021232285876	undirected	Lrp1	Sec23a
16562	20741	0.582317361275518	undirected	Kif1c	Sptb
14859	17252	0.584550130471958	undirected	Gsta3	Rdh11
11611	17252	0.583780427614791	undirected	Agxt	Rdh11
18703	17252	0.58504182475963	undirected	Pigr	Rdh11
212933	17252	0.582348475289723	undirected	Pm20d1	Rdh11
12628	17252	0.581334361552161	undirected	Cfh	Rdh11
89867	17252	0.581375253406319	undirected	Sec16b	Rdh11
11905	17252	0.583812568019758	undirected	Serpinc1	Rdh11
20219	17252	0.581835285304461	undirected	Apcs	Rdh11
226777	17252	0.582620020510226	undirected	C130074G19Rik	Rdh11
67307	17252	0.581992103254155	undirected	Pbld2	Rdh11
68371	17252	0.580179794286756	undirected	Pbld1	Rdh11
208677	17252	0.582828335664123	undirected	Creb3l3	Rdh11
18478	17252	0.585053480145076	undirected	Pah	Rdh11
71761	17252	0.582570677977705	undirected	Amdhd1	Rdh11
54150	17252	0.583871147224191	undirected	Rdh7	Rdh11
216456	17252	0.582070488880468	undirected	Gls2	Rdh11
28194	17252	0.584697110039827	undirected	Apon	Rdh11
103161	17252	0.585255191932951	undirected	Apof	Rdh11
18082	17252	0.581062403881766	undirected	Nipsnap1	Rdh11
13649	17252	0.582127711526704	undirected	Egfr	Rdh11
18618	17252	0.581447088403504	undirected	Pemt	Rdh11
16562	17252	0.582412065975618	undirected	Kif1c	Rdh11
18816	17252	0.585506912366888	undirected	Serpinf2	Rdh11
19193	17252	0.582513280252192	undirected	Pipox	Rdh11
22370	17252	0.582823830342876	undirected	Vtn	Rdh11
14786	17252	0.580042164307243	undirected	Grb7	Rdh11
11818	17252	0.584201259811007	undirected	Apoh	Rdh11
27404	17252	0.582265104563402	undirected	Abca8b	Rdh11
56442	64075	0.58136419934576	undirected	Serinc1	Smoc1
11671	64075	0.585176857382634	undirected	Aldh3a2	Smoc1
16562	64075	0.587275809248971	undirected	Kif1c	Smoc1
17966	64075	0.5816749752653	undirected	Nbr1	Smoc1
68671	64075	0.582574273129166	undirected	Pcyt2	Smoc1
17252	64075	0.58254821183957	undirected	Rdh11	Smoc1
14859	104776	0.588623994390977	undirected	Gsta3	Aldh6a1
213539	104776	0.581406904885947	undirected	Bag2	Aldh6a1
227231	104776	0.58369715481552	undirected	Cps1	Aldh6a1
14268	104776	0.581584152925497	undirected	Fn1	Aldh6a1
16008	104776	0.585010098026561	undirected	Igfbp2	Aldh6a1
17975	104776	0.584684534992616	undirected	Ncl	Aldh6a1
11611	104776	0.586801526447759	undirected	Agxt	Aldh6a1
227449	104776	0.583932635458108	undirected	Zcchc2	Aldh6a1
72999	104776	0.581127110041003	undirected	Insig2	Aldh6a1
18703	104776	0.590197159093073	undirected	Pigr	Aldh6a1
212933	104776	0.580881719809034	undirected	Pm20d1	Aldh6a1
12628	104776	0.586881702024827	undirected	Cfh	Aldh6a1
89867	104776	0.581125699275968	undirected	Sec16b	Aldh6a1
11905	104776	0.590405247522138	undirected	Serpinc1	Aldh6a1
14261	104776	0.582531610790849	undirected	Fmo1	Aldh6a1
20219	104776	0.588361967143843	undirected	Apcs	Aldh6a1
13849	104776	0.581165115380237	undirected	Ephx1	Aldh6a1
226777	104776	0.585784480755134	undirected	C130074G19Rik	Aldh6a1
226856	104776	0.580957144109452	undirected	Lpgat1	Aldh6a1
18302	104776	0.58472309704714	undirected	Oit3	Aldh6a1
208677	104776	0.58218102445992	undirected	Creb3l3	Aldh6a1
18478	104776	0.589728939783867	undirected	Pah	Aldh6a1
71761	104776	0.582891121800073	undirected	Amdhd1	Aldh6a1
17022	104776	0.588913184836422	undirected	Lum	Aldh6a1
216350	104776	0.580248727037609	undirected	Tspan8	Aldh6a1
54150	104776	0.587370735846708	undirected	Rdh7	Aldh6a1
216456	104776	0.581671697615533	undirected	Gls2	Aldh6a1
28194	104776	0.588249887387868	undirected	Apon	Aldh6a1
103161	104776	0.589423326594854	undirected	Apof	Aldh6a1
18082	104776	0.581969331532946	undirected	Nipsnap1	Aldh6a1
13649	104776	0.581780681637447	undirected	Egfr	Aldh6a1
18618	104776	0.581944926154311	undirected	Pemt	Aldh6a1
11671	104776	0.581186099022291	undirected	Aldh3a2	Aldh6a1
54710	104776	0.58287925117808	undirected	Hs3st3b1	Aldh6a1
16562	104776	0.58614604571217	undirected	Kif1c	Aldh6a1
18432	104776	0.581135503327018	undirected	Mybbp1a	Aldh6a1
18816	104776	0.59106947729801	undirected	Serpinf2	Aldh6a1
19193	104776	0.582558115852218	undirected	Pipox	Aldh6a1
22370	104776	0.58952939684883	undirected	Vtn	Aldh6a1
11818	104776	0.590453525742938	undirected	Apoh	Aldh6a1
27404	104776	0.583491385652928	undirected	Abca8b	Aldh6a1
238055	104776	0.580653938830942	undirected	Apob	Aldh6a1
53618	104776	0.581389215387818	undirected	Fut8	Aldh6a1
64075	104776	0.583758027912358	undirected	Smoc1	Aldh6a1
14859	14874	0.580112000412277	undirected	Gsta3	Gstz1
18703	14874	0.582732158632709	undirected	Pigr	Gstz1
11905	14874	0.581344122701153	undirected	Serpinc1	Gstz1
20219	14874	0.58228750415403	undirected	Apcs	Gstz1
18478	14874	0.581081755245256	undirected	Pah	Gstz1
17022	14874	0.581835023756509	undirected	Lum	Gstz1
28194	14874	0.581577194825594	undirected	Apon	Gstz1
103161	14874	0.581836709711938	undirected	Apof	Gstz1
16562	14874	0.586016364469396	undirected	Kif1c	Gstz1
18816	14874	0.583472687862771	undirected	Serpinf2	Gstz1
22370	14874	0.580865380355858	undirected	Vtn	Gstz1
11818	14874	0.58219930849263	undirected	Apoh	Gstz1
16562	75216	0.580485592386124	undirected	Kif1c	Cep128
17966	104884	0.583296452067848	undirected	Nbr1	Tdp1
68671	104884	0.581207642684953	undirected	Pcyt2	Tdp1
98496	217847	0.583647535008242	undirected	Pid1	Serpina10
13167	217847	0.584818577213774	undirected	Dbi	Serpina10
171284	217847	0.58218105955385	undirected	Timd2	Serpina10
11671	217847	0.581084969877004	undirected	Aldh3a2	Serpina10
16562	217847	0.584233391809596	undirected	Kif1c	Serpina10
17966	217847	0.582614750890563	undirected	Nbr1	Serpina10
68671	217847	0.582291257737024	undirected	Pcyt2	Serpina10
104776	217847	0.584461086321877	undirected	Aldh6a1	Serpina10
13167	12401	0.580245860993725	undirected	Dbi	Serpina6
56442	12401	0.583385007730361	undirected	Serinc1	Serpina6
14431	12401	0.580197549408383	undirected	Gamt	Serpina6
171284	12401	0.582217466860151	undirected	Timd2	Serpina6
11671	12401	0.582681772572342	undirected	Aldh3a2	Serpina6
16562	12401	0.581793641364242	undirected	Kif1c	Serpina6
18604	12401	0.580563787634469	undirected	Pdk2	Serpina6
17966	12401	0.590285573367761	undirected	Nbr1	Serpina6
68671	12401	0.591229910460778	undirected	Pcyt2	Serpina6
17252	12401	0.584985780928047	undirected	Rdh11	Serpina6
104776	12401	0.589103813456689	undirected	Aldh6a1	Serpina6
14874	12401	0.580980021790144	undirected	Gstz1	Serpina6
56442	20701	0.581501626620626	undirected	Serinc1	Serpina1b
11671	20701	0.581605657701924	undirected	Aldh3a2	Serpina1b
17966	20701	0.587537725787001	undirected	Nbr1	Serpina1b
68671	20701	0.587231565693423	undirected	Pcyt2	Serpina1b
17252	20701	0.581527250427599	undirected	Rdh11	Serpina1b
104776	20701	0.584355222410423	undirected	Aldh6a1	Serpina1b
98496	20703	0.581000251323436	undirected	Pid1	Serpina1d
13167	20703	0.581541725978199	undirected	Dbi	Serpina1d
171284	20703	0.580802104727232	undirected	Timd2	Serpina1d
11671	20703	0.581733183995214	undirected	Aldh3a2	Serpina1d
16562	20703	0.584203065697549	undirected	Kif1c	Serpina1d
17966	20703	0.583050419384198	undirected	Nbr1	Serpina1d
68671	20703	0.582166944018284	undirected	Pcyt2	Serpina1d
17252	20703	0.580939741076695	undirected	Rdh11	Serpina1d
104776	20703	0.583026525269261	undirected	Aldh6a1	Serpina1d
17966	20700	0.589339218797176	undirected	Nbr1	Serpina1a
68671	20700	0.588841322510706	undirected	Pcyt2	Serpina1a
17252	20700	0.581831599558425	undirected	Rdh11	Serpina1a
104776	20700	0.583399061583772	undirected	Aldh6a1	Serpina1a
56442	20702	0.583323096402327	undirected	Serinc1	Serpina1c
171284	20702	0.580709051449963	undirected	Timd2	Serpina1c
11671	20702	0.582914559434687	undirected	Aldh3a2	Serpina1c
16562	20702	0.581142511211802	undirected	Kif1c	Serpina1c
18604	20702	0.580096451914936	undirected	Pdk2	Serpina1c
17966	20702	0.590194212325126	undirected	Nbr1	Serpina1c
68671	20702	0.59103024297066	undirected	Pcyt2	Serpina1c
17252	20702	0.584471030670274	undirected	Rdh11	Serpina1c
104776	20702	0.588342309857908	undirected	Aldh6a1	Serpina1c
56442	380780	0.581539271266832	undirected	Serinc1	Serpina11
11671	380780	0.584140598659807	undirected	Aldh3a2	Serpina11
16562	380780	0.585141938740982	undirected	Kif1c	Serpina11
17966	380780	0.584893458886878	undirected	Nbr1	Serpina11
68671	380780	0.585348880812221	undirected	Pcyt2	Serpina11
17252	380780	0.583189770543225	undirected	Rdh11	Serpina11
